"name","final"
"image_0006.jpg",0
"image_0068.jpg",0
"image_0127.jpg",0
"image_0157.jpg",1
"image_0237.jpg",1
"image_0244.jpg",1
"image_0319.jpg",1
"image_0333.jpg",0
"image_0334.jpg",0
"image_0355.jpg",1
"image_0359.jpg",1
"image_0371.jpg",1
"image_0466.jpg",0
"image_0492.jpg",0
"image_0514.jpg",1
"image_0578.jpg",1
"image_0660.jpg",0
"image_0672.jpg",1
"image_0675.jpg",1
"image_0726.jpg",0
"image_0782.jpg",0
"image_0031.jpg",0
"image_0051.jpg",0
"image_0151.jpg",0
"image_0190.jpg",1
"image_0204.jpg",1
"image_0256.jpg",0
"image_0327.jpg",0
"image_0331.jpg",0
"image_0335.jpg",0
"image_0345.jpg",0
"image_0374.jpg",0
"image_0388.jpg",0
"image_0416.jpg",0
"image_0444.jpg",0
"image_0484.jpg",0
"image_0516.jpg",1
"image_0623.jpg",1
"image_0629.jpg",0
"image_0651.jpg",1
"image_0652.jpg",0
"image_0679.jpg",0
"image_0680.jpg",0
"image_0695.jpg",0
"image_0710.jpg",0
"image_0778.jpg",0
"image_0104.jpg",1
"image_0111.jpg",1
"image_0167.jpg",1
"image_0207.jpg",0
"image_0235.jpg",0
"image_0242.jpg",0
"image_0299.jpg",0
"image_0340.jpg",0
"image_0367.jpg",1
"image_0379.jpg",1
"image_0463.jpg",0
"image_0478.jpg",0
"image_0509.jpg",1
"image_0542.jpg",1
"image_0547.jpg",0
"image_0548.jpg",0
"image_0612.jpg",1
"image_0614.jpg",0
"image_0617.jpg",0
"image_0649.jpg",0
"image_0687.jpg",0
"image_0700.jpg",0
"image_0733.jpg",0
"image_0744.jpg",0
"image_0770.jpg",1
"image_0779.jpg",1
"image_0010.jpg",0
"image_0094.jpg",1
"image_0118.jpg",0
"image_0156.jpg",1
"image_0162.jpg",1
"image_0163.jpg",0
"image_0166.jpg",0
"image_0210.jpg",0
"image_0219.jpg",1
"image_0231.jpg",1
"image_0233.jpg",1
"image_0271.jpg",1
"image_0292.jpg",1
"image_0303.jpg",1
"image_0341.jpg",1
"image_0392.jpg",1
"image_0445.jpg",0
"image_0460.jpg",0
"image_0538.jpg",0
"image_0552.jpg",0
"image_0558.jpg",1
"image_0690.jpg",1
"image_0708.jpg",1
"image_0723.jpg",1
"image_0032.jpg",0
"image_0034.jpg",0
"image_0088.jpg",0
"image_0097.jpg",0
"image_0103.jpg",0
"image_0112.jpg",0
"image_0197.jpg",0
"image_0205.jpg",0
"image_0208.jpg",0
"image_0226.jpg",0
"image_0246.jpg",0
"image_0268.jpg",0
"image_0311.jpg",1
"image_0337.jpg",0
"image_0349.jpg",0
"image_0351.jpg",0
"image_0378.jpg",0
"image_0424.jpg",0
"image_0433.jpg",0
"image_0448.jpg",0
"image_0471.jpg",0
"image_0480.jpg",0
"image_0541.jpg",0
"image_0572.jpg",1
"image_0599.jpg",0
"image_0667.jpg",0
"image_0691.jpg",0
"image_0781.jpg",0
"image_0787.jpg",0
"image_0028.jpg",0
"image_0045.jpg",0
"image_0075.jpg",0
"image_0077.jpg",0
"image_0089.jpg",0
"image_0095.jpg",0
"image_0102.jpg",0
"image_0106.jpg",0
"image_0107.jpg",0
"image_0117.jpg",0
"image_0158.jpg",0
"image_0170.jpg",0
"image_0175.jpg",0
"image_0212.jpg",0
"image_0215.jpg",0
"image_0294.jpg",1
"image_0296.jpg",0
"image_0297.jpg",0
"image_0368.jpg",0
"image_0419.jpg",0
