"name","final"
"image_0043.jpg",1
"image_0114.jpg",1
"image_0157.jpg",1
"image_0161.jpg",1
"image_0175.jpg",1
"image_0198.jpg",1
"image_0200.jpg",1
"image_0020.jpg",0
"image_0050.jpg",1
"image_0062.jpg",1
"image_0065.jpg",1
"image_0084.jpg",0
"image_0090.jpg",0
"image_0169.jpg",0
"image_0197.jpg",0
"image_0033.jpg",1
"image_0059.jpg",1
"image_0088.jpg",1
"image_0122.jpg",0
"image_0133.jpg",1
"image_0148.jpg",0
"image_0004.jpg",0
"image_0034.jpg",0
"image_0138.jpg",0
"image_0002.jpg",0
"image_0014.jpg",0
"image_0032.jpg",0
"image_0089.jpg",0
"image_0115.jpg",1
"image_0192.jpg",0
"image_0049.jpg",0
"image_0081.jpg",0
"image_0155.jpg",1
"image_0179.jpg",0
"image_0186.jpg",1
"image_0001.jpg",1
"image_0018.jpg",1
"image_0022.jpg",0
"image_0030.jpg",0
"image_0123.jpg",0
"image_0012.jpg",0
"image_0025.jpg",0
"image_0053.jpg",0
"image_0061.jpg",0
"image_0082.jpg",0
"image_0086.jpg",1
"image_0126.jpg",1
"image_0188.jpg",1
"image_0033",1
"image_0126",0
"image_0188",1
"image_0003.jpg",1
"image_0017.jpg",0
"image_0144.jpg",0
"image_0147.jpg",1
"image_0011.jpg",0
"image_0035.jpg",0
"image_0040.jpg",0
"image_0078.jpg",1
"image_0080.jpg",0
"image_0152.jpg",1
"image_0153.jpg",0
"image_0173.jpg",1
"image_0178.jpg",1
"image_0183.jpg",0
"image_0184.jpg",0
"image_0055.jpg",1
"image_0116.jpg",0
"image_0141.jpg",1
"image_0154.jpg",1
"image_0087.jpg",1
"image_0118.jpg",0
"image_0159.jpg",1
"image_0167.jpg",0
"image_0185.jpg",1
"image_0026.jpg",0
"image_0048.jpg",0
"image_0072.jpg",0
"image_0085.jpg",0
"image_0139.jpg",0
"image_0149.jpg",0
"image_0177.jpg",0
"image_0029.jpg",1
"image_0124.jpg",0
"image_0150.jpg",1
"image_0044.jpg",0
"image_0181.jpg",0
"image_0189.jpg",0
"image_0005.jpg",0
"image_0007.jpg",0
"image_0045.jpg",1
"image_0092.jpg",1
"image_0100.jpg",0
"image_0120.jpg",0
"image_0140.jpg",1
"image_0047.jpg",1
"image_0060.jpg",0
"image_0066.jpg",0
"image_0097.jpg",0
"image_0127.jpg",0
"image_0128.jpg",0
"image_0146.jpg",0
"image_0164.jpg",0
"image_0099.jpg",1
"image_0109.jpg",0
"image_0136.jpg",1
"image_0187.jpg",1
"image_0103.jpg",1
"image_0104.jpg",1
"image_0106.jpg",1
"image_0143.jpg",1
"image_0182.jpg",1
"image_0010.jpg",1
"image_0042.jpg",1
"image_0075.jpg",1
"image_0151.jpg",1
"image_0170.jpg",1
"image_0174.jpg",1
"image_0191.jpg",1
"image_0051.jpg",1
"image_0091.jpg",1
"image_0137.jpg",0
"image_0166.jpg",1
"image_0172.jpg",1
"image_0199.jpg",0
"image_0009.jpg",0
"image_0013.jpg",0
"image_0083.jpg",0
"image_0108.jpg",0
"image_0176.jpg",1
"image_0180.jpg",0
"image_0195.jpg",0
"image_0015.jpg",1
"image_0190.jpg",1
"image_0132.jpg",1
"image_0031.jpg",1
"image_0073.jpg",1
"image_0021.jpg",1
"image_0041.jpg",1
"image_0069.jpg",1
"image_0101.jpg",0
"image_0110.jpg",1
"image_0121.jpg",0
"image_0135.jpg",0
"image_0171.jpg",0
"image_0194.jpg",0
"image_0024.jpg",1
"image_0027.jpg",0
"image_0052.jpg",0
"image_0193.jpg",0
"image_0036.jpg",1
"image_0096.jpg",1
"image_0098.jpg",1
"image_0102.jpg",1
"image_0134.jpg",1
"image_0068.jpg",0
"image_0113.jpg",0
"image_0125.jpg",0
"image_0163.jpg",0
"image_0023.jpg",1
"image_0071.jpg",0
"image_0077.jpg",0
"image_0112.jpg",0
"image_0006.jpg",1
"image_0008.jpg",1
"image_0162.jpg",1
"image_0038.jpg",0
"image_0054.jpg",1
"image_0058.jpg",1
"image_0063.jpg",1
"image_0074.jpg",1
"image_0076.jpg",1
"image_0079.jpg",1
"image_0111.jpg",0
"image_0117.jpg",1
"image_0131.jpg",1
"image_0158.jpg",1
"image_0160.jpg",1
"image_0064.jpg",1
"image_0130.jpg",0
"image_0037.jpg",0
"image_0039.jpg",1
"image_0046.jpg",1
"image_0093.jpg",1
"image_0145.jpg",1
"image_0168.jpg",1
"image_0019.jpg",0
"image_0028.jpg",1
"image_0070.jpg",1
"image_0095.jpg",1
"image_0119.jpg",0
"image_0142.jpg",1
"image_0165.jpg",1
"image_0016.jpg",0
"image_0056.jpg",1
"image_0067.jpg",1
"image_0094.jpg",0
"image_0105.jpg",0
"image_0107.jpg",0
"image_0129.jpg",0
"image_0196.jpg",1
"image_0057.jpg",1
"image_0156.jpg",0
